EF,ACC,page,author,year,experiment,family,genus,species,plant_type,defence_type_specific,trait_category,experiment_type,study_type,plant_lifestage_2,Nfixing,density,PD2,SR,X_control,SE_control,SD_control,N_control,X_mixture,SE_mixture,SD_mixture,N_mixture,data_source,notes,yi,vi
ef700,39,44,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus faginea,woody,SLA,SLA,observational,observational,mature,No N-fixing neighbours,NA,0.51,3,12.263,N/A,2.728,3,11.34,N/A,3.589,6,extra data request,,-0.243588965,0.503296421
ef701,39,45,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus faginea,woody,SLA,SLA,observational,observational,mature,No N-fixing neighbours,NA,0.514,4,12.263,N/A,2.728,3,11.865,N/A,2.008,3,extra data request,,-0.132580545,0.668131467
ef702,39,46,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus ilex,woody,SLA,SLA,observational,observational,mature,No N-fixing neighbours,NA,0.5,2,4.274,N/A,0.483,3,4.26,N/A,0.468,6,extra data request,,-0.026326354,0.500038504
ef703,39,47,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus ilex,woody,SLA,SLA,observational,observational,mature,No N-fixing neighbours,NA,0.353,3,4.274,N/A,0.483,3,4.495,N/A,0.514,3,extra data request,,0.353555288,0.677083445
ef704,39,48,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus ilex,woody,SLA,SLA,observational,observational,mature,No N-fixing neighbours,NA,0.514,4,4.274,N/A,0.483,3,4.516,N/A,0.51,3,extra data request,,0.388754737,0.679260854
ef705,39,49,"Benavides, R.",2019,FunDivEu Alto Tajo,Pinaceae,Pinus,Pinus nigra,woody,LDMC,LDMC,observational,observational,mature,No N-fixing neighbours,NA,0.335,2,447.384,N/A,37.261,3,465.422,N/A,43.223,9,extra data request,,0.395372831,0.450957764
ef706,39,50,"Benavides, R.",2019,FunDivEu Alto Tajo,Pinaceae,Pinus,Pinus nigra,woody,LDMC,LDMC,observational,observational,mature,No N-fixing neighbours,NA,0.502,3,447.384,N/A,37.261,3,451.952,N/A,41.913,6,extra data request,,0.099839746,0.500553776
ef707,39,51,"Benavides, R.",2019,FunDivEu Alto Tajo,Pinaceae,Pinus,Pinus nigra,woody,LDMC,LDMC,observational,observational,mature,No N-fixing neighbours,NA,0.503,4,447.384,N/A,37.261,3,505.72,N/A,48.545,3,extra data request,,1.075637277,0.763082963
ef708,39,52,"Benavides, R.",2019,FunDivEu Alto Tajo,Pinaceae,Pinus,Pinus sylvestris,woody,LDMC,LDMC,observational,observational,mature,No N-fixing neighbours,NA,0.253,2,484.078,N/A,52.102,3,484.004,N/A,51.892,6,extra data request,,-0.001265147,0.500000089
ef709,39,53,"Benavides, R.",2019,FunDivEu Alto Tajo,Pinaceae,Pinus,Pinus sylvestris,woody,LDMC,LDMC,observational,observational,mature,No N-fixing neighbours,NA,0.338,3,484.078,N/A,52.102,3,505.535,N/A,61.965,3,extra data request,,0.299062237,0.674119852
ef710,39,54,"Benavides, R.",2019,FunDivEu Alto Tajo,Pinaceae,Pinus,Pinus sylvestris,woody,LDMC,LDMC,observational,observational,mature,No N-fixing neighbours,NA,0.503,4,484.078,N/A,52.102,3,533.678,N/A,57.894,3,extra data request,,0.718577459,0.70969613
ef711,39,55,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus faginea,woody,LDMC,LDMC,observational,observational,mature,No N-fixing neighbours,NA,0.5,2,318.83,N/A,55.45,3,361.246,N/A,69.74,9,extra data request,,0.583071948,0.458609982
ef712,39,56,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus faginea,woody,LDMC,LDMC,observational,observational,mature,No N-fixing neighbours,NA,0.51,3,318.83,N/A,55.45,3,373.374,N/A,79.563,6,extra data request,,0.659261827,0.524145898
ef713,39,57,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus faginea,woody,LDMC,LDMC,observational,observational,mature,No N-fixing neighbours,NA,0.514,4,318.83,N/A,55.45,3,395.896,N/A,81.379,3,extra data request,,0.883067116,0.731650628
ef714,39,58,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus ilex,woody,LDMC,LDMC,observational,observational,mature,No N-fixing neighbours,NA,0.5,2,515.391,N/A,29.908,3,579.783,N/A,42.964,6,extra data request,,1.441557002,0.615449255
ef715,39,59,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus ilex,woody,LDMC,LDMC,observational,observational,mature,No N-fixing neighbours,NA,0.353,3,515.391,N/A,29.908,3,550.726,N/A,35.881,3,extra data request,,0.853570285,0.727381853
ef716,39,60,"Benavides, R.",2019,FunDivEu Alto Tajo,Fagaceae,Quercus,Quercus ilex,woody,LDMC,LDMC,observational,observational,mature,No N-fixing neighbours,NA,0.514,4,515.391,N/A,29.908,3,589.724,N/A,108.929,3,extra data request,,0.742525066,0.712611956
ef717,40,2,"Jactel, H",NA,ORPHEE,Pinaceae,Pinus,Pinus pinaster,woody,thickness,thickness,field,experimental,juvenile,No N-fixing neighbours,0.25,0.5,2,1.061,N/A,0.036,4,1.098,N/A,0.024,4,unpublished data request,non-irrigated,1.050502205,0.56897218
ef718,40,4,"Jactel, H",NA,ORPHEE,Pinaceae,Pinus,Pinus pinaster,woody,SLA,SLA,field,experimental,juvenile,No N-fixing neighbours,0.25,0.5,2,4.21,N/A,0.18,4,3.857,N/A,0.116,4,unpublished data request,non-irrigated,-2.02499888,0.756288779
ef719,40,6,"Jactel, H",NA,ORPHEE,Pinaceae,Pinus,Pinus pinaster,woody,LDMC,LDMC,field,experimental,juvenile,No N-fixing neighbours,0.25,0.5,2,375.144,N/A,3.661,4,392.08,N/A,15.296,4,unpublished data request,non-irrigated,1.322772098,0.609357876
ef720,40,8,"Jactel, H",NA,ORPHEE,Pinaceae,Pinus,Pinus pinaster,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,0.25,0.5,2,1.076,N/A,0.121,4,1.152,N/A,0.095,4,unpublished data request,non-irrigated,0.606875114,0.523018588
ef721,40,10,"Jactel, H",NA,ORPHEE,Pinaceae,Pinus,Pinus pinaster,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,0.25,0.5,2,48.825,N/A,0.421,4,48.992,N/A,0.432,4,unpublished data request,non-irrigated,0.340090496,0.507228847
ef722,40,12,"Jactel, H",NA,ORPHEE,Pinaceae,Pinus,Pinus pinaster,woody,terpenes,terpenes,field,experimental,juvenile,No N-fixing neighbours,0.25,0.5,2,1.814,N/A,0.409,4,2.145,N/A,0.297,4,unpublished data request,non-irrigated,0.804431757,0.540444403
ef727,41,5,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,woody,LDMC,LDMC,field,experimental,mature,No N-fixing neighbours,0.11,0.285,3,305.465,N/A,11.299,2,335.315,N/A,9.248,3,extra data request,,2.1645782,1.301873212
ef728,41,6,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,woody,LDMC,LDMC,field,experimental,mature,No N-fixing neighbours,0.11,0.37,6,305.465,N/A,11.299,2,321.079,N/A,10.51,6,extra data request,,1.274027384,0.768113278
ef729,41,7,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,woody,lignins,phenolics,field,experimental,mature,No N-fixing neighbours,0.11,0.285,3,27.021,N/A,1.581,2,26.366,N/A,0.904,3,extra data request,,-0.403753565,0.849635027
ef730,41,8,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,woody,lignins,phenolics,field,experimental,mature,No N-fixing neighbours,0.11,0.37,6,27.021,N/A,1.581,2,25.699,N/A,2.268,6,extra data request,,-0.529507229,0.684190286
ef731,41,9,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,woody,SLA,SLA,field,experimental,mature,No N-fixing neighbours,0.11,0.285,3,16.904,N/A,1.493,2,11.088,N/A,1.551,3,extra data request,,-2.747199918,1.588044072
ef732,41,10,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,woody,SLA,SLA,field,experimental,mature,No N-fixing neighbours,0.11,0.37,6,16.904,N/A,1.493,2,12.531,N/A,1.613,6,extra data request,,-2.383558399,1.021751082
ef733,41,11,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,woody,C,C,field,experimental,mature,No N-fixing neighbours,0.11,0.285,3,42.215,N/A,0.425,2,42.134,N/A,0.17,3,extra data request,,-0.207906976,0.837655864
ef734,41,12,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,woody,C,C,field,experimental,mature,No N-fixing neighbours,0.11,0.37,6,42.215,N/A,0.425,2,42.5,N/A,0.576,6,extra data request,,0.447098453,0.679160231
ef735,41,13,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,woody,N,N,field,experimental,mature,No N-fixing neighbours,0.11,0.285,3,1.623,N/A,0.023,2,1.433,N/A,0.159,3,extra data request,,-1.05351649,0.944323033
ef736,41,14,"Pross, T",2021,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,woody,N,N,field,experimental,mature,No N-fixing neighbours,0.11,0.37,6,1.623,N/A,0.023,2,1.37,N/A,0.185,6,extra data request,,-1.299278796,0.772174504
ef741,41,19,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,woody,LDMC,LDMC,field,experimental,mature,No N-fixing neighbours,0.11,0.24,3,264.846,N/A,39.384,2,279.697,N/A,61.335,3,extra data request,,0.195384807,0.837150856
ef742,41,20,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,woody,LDMC,LDMC,field,experimental,mature,No N-fixing neighbours,0.11,0.37,6,264.846,N/A,39.384,2,270.057,N/A,62.965,5,extra data request,,0.074247112,0.70039376
ef743,41,21,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,woody,lignins,phenolics,field,experimental,mature,No N-fixing neighbours,0.11,0.24,3,31.655,N/A,0.908,2,31.987,N/A,3.465,3,extra data request,,0.083492835,0.834030439
ef744,41,22,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,woody,lignins,phenolics,field,experimental,mature,No N-fixing neighbours,0.11,0.37,6,31.655,N/A,0.908,2,30.964,N/A,1.606,5,extra data request,,-0.389187789,0.710819081
ef745,41,23,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,woody,SLA,SLA,field,experimental,mature,No N-fixing neighbours,0.11,0.24,3,24.554,N/A,5.236,2,28.338,N/A,11.384,3,extra data request,,0.280135383,0.841180917
ef746,41,24,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,woody,SLA,SLA,field,experimental,mature,No N-fixing neighbours,0.11,0.37,6,24.554,N/A,5.236,2,26.271,N/A,8.345,5,extra data request,,0.184535869,0.702432392
ef747,41,25,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,woody,C,C,field,experimental,mature,No N-fixing neighbours,0.11,0.24,3,46.691,N/A,1.225,2,46.348,N/A,0.379,3,extra data request,,-0.321500458,0.843669588
ef748,41,26,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,woody,C,C,field,experimental,mature,No N-fixing neighbours,0.11,0.37,6,46.691,N/A,1.225,2,46.322,N/A,1.618,5,extra data request,,-0.200488002,0.702871103
ef749,41,27,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,woody,N,N,field,experimental,mature,No N-fixing neighbours,0.11,0.24,3,2.955,N/A,0.369,2,2.406,N/A,0.156,3,extra data request,,-1.600451533,1.089477844
ef750,41,28,"Pross, T",2021,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,woody,N,N,field,experimental,mature,No N-fixing neighbours,0.11,0.37,6,2.955,N/A,0.369,2,2.559,N/A,0.472,5,extra data request,,-0.734511117,0.738536184
ef755,41,33,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,woody,LDMC,LDMC,field,experimental,mature,No N-fixing neighbours,0.11,0.422,3,223.086,N/A,45.798,2,227.11,N/A,14.41,3,extra data request,,0.100610431,0.834345579
ef756,41,34,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,woody,LDMC,LDMC,field,experimental,mature,No N-fixing neighbours,0.11,0.511,6,223.086,N/A,45.798,2,209.681,N/A,7.954,6,extra data request,,-0.580531922,0.687730249
ef757,41,35,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,woody,lignins,phenolics,field,experimental,mature,No N-fixing neighbours,0.11,0.422,3,12.485,N/A,3.735,2,12.89,N/A,5.121,3,extra data request,,0.062292037,0.833721363
ef758,41,36,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,woody,lignins,phenolics,field,experimental,mature,No N-fixing neighbours,0.11,0.511,6,12.485,N/A,3.735,2,9.685,N/A,2.258,6,extra data request,,-0.948596696,0.722906397
ef759,41,37,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,woody,SLA,SLA,field,experimental,mature,No N-fixing neighbours,0.11,0.422,3,23.889,N/A,6.16,2,24.466,N/A,2.191,3,extra data request,,0.104876019,0.834433231
ef760,41,38,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,woody,SLA,SLA,field,experimental,mature,No N-fixing neighbours,0.11,0.511,6,23.889,N/A,6.16,2,26.079,N/A,1.363,6,extra data request,,0.677990331,0.695396097
ef761,41,39,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,woody,C,C,field,experimental,mature,No N-fixing neighbours,0.11,0.422,3,39.187,N/A,0.604,2,39.457,N/A,0.347,3,extra data request,,0.434829078,0.852240966
ef762,41,40,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,woody,C,C,field,experimental,mature,No N-fixing neighbours,0.11,0.511,6,39.187,N/A,0.604,2,39.623,N/A,0.319,6,extra data request,,0.992507393,0.7282336
ef763,41,41,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,woody,N,N,field,experimental,mature,No N-fixing neighbours,0.11,0.422,3,3.006,N/A,0.033,2,2.828,N/A,0.179,3,extra data request,,-0.873881908,0.909700292
ef764,41,42,"Pross, T",2021,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,woody,N,N,field,experimental,mature,No N-fixing neighbours,0.11,0.511,6,3.006,N/A,0.033,2,2.9,N/A,0.185,6,extra data request,,-0.543476077,0.685127057
ef769,41,47,"Pross, T",2021,Sardinilla,Malvaceae,Luehea,Luehea seemannii,woody,LDMC,LDMC,field,experimental,mature,No N-fixing neighbours,0.11,0.204,3,362.326,N/A,4.733,2,350.732,N/A,19.574,3,extra data request,,-0.517418143,0.860105487
ef783,41,47,"Pross, T",2021,Sardinilla,Bignoniaceae,Tabebuia,Tabebuia rosea,woody,LDMC,LDMC,field,experimental,mature,No N-fixing neighbours,0.11,0.38,2,219.115,N/A,10.467,2,168.622,N/A,26.275,2,extra data request,,-1.424440246,1.253628752
ef770,41,48,"Pross, T",2021,Sardinilla,Malvaceae,Luehea,Luehea seemannii,woody,LDMC,LDMC,field,experimental,mature,No N-fixing neighbours,0.11,0.381,6,362.326,N/A,4.733,2,334.502,N/A,27.538,6,extra data request,,-0.958587665,0.724097311
ef784,41,48,"Pross, T",2021,Sardinilla,Bignoniaceae,Tabebuia,Tabebuia rosea,woody,LDMC,LDMC,field,experimental,mature,No N-fixing neighbours,0.11,0.502,6,219.115,N/A,10.467,2,200.721,N/A,45.841,5,extra data request,,-0.374741076,0.710030777
ef771,41,49,"Pross, T",2021,Sardinilla,Malvaceae,Luehea,Luehea seemannii,woody,lignins,phenolics,field,experimental,mature,No N-fixing neighbours,0.11,0.204,3,31.365,N/A,2.994,2,27.931,N/A,1.932,3,extra data request,,-1.061820023,0.94607951
ef785,41,49,"Pross, T",2021,Sardinilla,Bignoniaceae,Tabebuia,Tabebuia rosea,woody,lignins,phenolics,field,experimental,mature,No N-fixing neighbours,0.11,0.38,2,17.819,N/A,0.335,2,17.778,N/A,2.511,2,extra data request,,-0.012913566,1.000020845
ef772,41,50,"Pross, T",2021,Sardinilla,Malvaceae,Luehea,Luehea seemannii,woody,lignins,phenolics,field,experimental,mature,No N-fixing neighbours,0.11,0.381,6,31.365,N/A,2.994,2,28.458,N/A,0.557,6,extra data request,,-1.907407053,0.894054271
ef786,41,50,"Pross, T",2021,Sardinilla,Bignoniaceae,Tabebuia,Tabebuia rosea,woody,lignins,phenolics,field,experimental,mature,No N-fixing neighbours,0.11,0.502,6,17.819,N/A,0.335,2,17.517,N/A,1.806,5,extra data request,,-0.156513034,0.701749738
ef773,41,51,"Pross, T",2021,Sardinilla,Malvaceae,Luehea,Luehea seemannii,woody,SLA,SLA,field,experimental,mature,No N-fixing neighbours,0.11,0.204,3,15.107,N/A,0.05,2,17.49,N/A,2.138,3,extra data request,,0.987647364,0.930878065
ef787,41,51,"Pross, T",2021,Sardinilla,Bignoniaceae,Tabebuia,Tabebuia rosea,woody,SLA,SLA,field,experimental,mature,No N-fixing neighbours,0.11,0.38,2,18.912,N/A,2.567,2,27.757,N/A,1.467,2,extra data request,,2.386948122,1.712190167
ef774,41,52,"Pross, T",2021,Sardinilla,Malvaceae,Luehea,Luehea seemannii,woody,SLA,SLA,field,experimental,mature,No N-fixing neighbours,0.11,0.381,6,15.107,N/A,0.05,2,18.194,N/A,2.385,6,extra data request,,1.231552559,0.761461773
ef788,41,52,"Pross, T",2021,Sardinilla,Bignoniaceae,Tabebuia,Tabebuia rosea,woody,SLA,SLA,field,experimental,mature,No N-fixing neighbours,0.11,0.502,6,18.912,N/A,2.567,2,22.896,N/A,6.384,5,extra data request,,0.575099671,0.723624259
ef775,41,53,"Pross, T",2021,Sardinilla,Malvaceae,Luehea,Luehea seemannii,woody,C,C,field,experimental,mature,No N-fixing neighbours,0.11,0.204,3,45.089,N/A,0.063,2,45.87,N/A,0.281,3,extra data request,,2.432761978,1.425166417
ef789,41,53,"Pross, T",2021,Sardinilla,Bignoniaceae,Tabebuia,Tabebuia rosea,woody,C,C,field,experimental,mature,No N-fixing neighbours,0.11,0.38,2,43.657,N/A,0.886,2,43.311,N/A,0.391,2,extra data request,,-0.285064553,1.010157725
ef776,41,54,"Pross, T",2021,Sardinilla,Malvaceae,Luehea,Luehea seemannii,woody,C,C,field,experimental,mature,No N-fixing neighbours,0.11,0.381,6,45.089,N/A,0.063,2,45.727,N/A,0.746,6,extra data request,,0.813197679,0.707997321
ef790,41,54,"Pross, T",2021,Sardinilla,Bignoniaceae,Tabebuia,Tabebuia rosea,woody,C,C,field,experimental,mature,No N-fixing neighbours,0.11,0.502,6,43.657,N/A,0.886,2,42.643,N/A,0.647,5,extra data request,,-1.215546964,0.805539602
ef777,41,55,"Pross, T",2021,Sardinilla,Malvaceae,Luehea,Luehea seemannii,woody,N,N,field,experimental,mature,No N-fixing neighbours,0.11,0.204,3,1.98,N/A,0.267,2,2.167,N/A,0.133,3,extra data request,,0.717606733,0.884829276
ef791,41,55,"Pross, T",2021,Sardinilla,Bignoniaceae,Tabebuia,Tabebuia rosea,woody,N,N,field,experimental,mature,No N-fixing neighbours,0.11,0.38,2,2.146,N/A,0.161,2,2.513,N/A,0.024,2,extra data request,,1.798903111,1.40450655
ef778,41,56,"Pross, T",2021,Sardinilla,Malvaceae,Luehea,Luehea seemannii,woody,N,N,field,experimental,mature,No N-fixing neighbours,0.11,0.381,6,1.98,N/A,0.267,2,2.217,N/A,0.138,6,extra data request,,1.235771808,0.762112414
ef792,41,56,"Pross, T",2021,Sardinilla,Bignoniaceae,Tabebuia,Tabebuia rosea,woody,N,N,field,experimental,mature,No N-fixing neighbours,0.11,0.502,6,2.146,N/A,0.161,2,2.513,N/A,0.178,5,extra data request,,1.765870698,0.922735666
ef793,42,1,"Zeugin, F.",2010,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,0.11,0.285,3,1.44,N/A,0.16,2,1.58,N/A,0.21,3,extra data request,,0.520135916,0.86038747
ef794,42,2,"Zeugin, F.",2010,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,0.11,0.37,6,1.44,N/A,0.16,2,1.55,N/A,0.16,6,extra data request,,0.597180848,0.688955727
ef795,42,3,"Zeugin, F.",2010,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,0.11,0.285,3,46.73,N/A,1.96,2,47.4,N/A,0.96,3,extra data request,,0.352190102,0.84573712
ef796,42,4,"Zeugin, F.",2010,Sardinilla,Anacardiaceae,Anacardium,Anacardium excelsum,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,0.11,0.37,6,46.73,N/A,1.96,2,47.08,N/A,1.21,6,extra data request,,0.222896826,0.669771854
ef801,42,9,"Zeugin, F.",2010,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,0.11,0.24,3,2.4,N/A,0.27,2,2.58,N/A,0.37,3,extra data request,,0.38313826,0.848012826
ef802,42,10,"Zeugin, F.",2010,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,0.11,0.37,6,2.4,N/A,0.27,2,2.37,N/A,0.21,6,extra data request,,-0.11784197,0.667534587
ef803,42,11,"Zeugin, F.",2010,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,0.11,0.24,3,49.24,N/A,0.79,2,49.29,N/A,1.48,3,extra data request,,0.028011234,0.833411796
ef804,42,12,"Zeugin, F.",2010,Sardinilla,Meliaceae,Cedrela,Cedrela odorata,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,0.11,0.37,6,49.24,N/A,0.79,2,48.78,N/A,0.9,6,extra data request,,-0.452707433,0.679475668
ef809,42,17,"Zeugin, F.",2010,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,0.11,0.422,3,2.55,N/A,0.16,2,2.62,N/A,0.76,3,extra data request,,0.080736479,0.833985171
ef810,42,18,"Zeugin, F.",2010,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,0.11,0.511,6,2.55,N/A,0.16,2,2.95,N/A,0.41,6,extra data request,,0.914502224,0.718936311
ef811,42,19,"Zeugin, F.",2010,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,0.11,0.422,3,42.7,N/A,1.13,2,43.43,N/A,2.52,3,extra data request,,0.244717451,0.839321996
ef812,42,20,"Zeugin, F.",2010,Sardinilla,Euphorbiaceae,Hura,Hura crepitans,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,0.11,0.511,6,42.7,N/A,1.13,2,42.81,N/A,3.52,6,extra data request,,0.029433619,0.666720813
ef817,42,25,"Zeugin, F.",2010,Sardinilla,Malvaceae,Luehea,Luehea seemannii,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,0.11,0.204,3,2.41,N/A,0.4,2,2.06,N/A,0.17,3,extra data request,,-0.939937648,0.921681612
ef818,42,26,"Zeugin, F.",2010,Sardinilla,Malvaceae,Luehea,Luehea seemannii,woody,N,N,field,experimental,juvenile,No N-fixing neighbours,0.11,0.381,6,2.41,N/A,0.4,2,2.27,N/A,0.25,6,extra data request,,-0.433347128,0.678403525
ef819,42,27,"Zeugin, F.",2010,Sardinilla,Malvaceae,Luehea,Luehea seemannii,woody,C,C,field,experimental,juvenile,No N-fixing neighbours,0.11,0.204,3,47.2,N/A,0.76,2,47.13,N/A,1.54,3,extra data request,,-0.038033782,0.83347799
